baseline_heldout_bits,blend,ceiling_heldout_bits_saved,dataset_key,effective_bits_per_value,file_bits,heldout_bits_saved,heldout_total_bits,model_key,nominal_bits,rank,relative_rmse,retained_of_trained_gain,run_id,seed,tensor_values,trained_rank
148802.88954108718,0.25,16856.782313231583,kind_code,0.32860260009765624,3445648,5223.6240196919825,143579.2655213952,mistral_7b_base,0,4,0.9174418083824415,0.30988262899923347,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,11,10485760,16
148802.88954108718,0.5,16856.782313231583,kind_code,0.5796974182128907,6078568,9183.354537199164,139619.535003888,mistral_7b_base,0,4,0.826618074669317,0.5447869211664892,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,11,10485760,16
148802.88954108718,0.75,16856.782313231583,kind_code,0.8304931640625,8708352,11169.481816826301,137633.40772426088,mistral_7b_base,0,4,0.7250479343907908,0.6626105510100178,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,11,10485760,16
148802.88954108718,0.0,16856.782313231583,kind_code,1.0797256469726562,11321744,13284.884770507691,135518.0047705795,mistral_7b_base,1,4,0.6015851950267845,0.7881032407993925,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,11,10485760,16
148802.88954108718,0.5,16856.782313231583,kind_code,1.5607444763183593,16365592,15292.869959934964,133510.0195811522,mistral_7b_base,1,4,0.4892190927134274,0.9072235540427523,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,11,10485760,16
148802.88954108718,0.0,16856.782313231583,kind_code,2.001146697998047,20983544,16289.41501554937,132513.4745255378,mistral_7b_base,2,4,0.3435430474736948,0.9663418980479529,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,11,10485760,16
148802.88954108718,0.0,16856.782313231583,kind_code,2.8613540649414064,30003472,16779.743742212915,132023.14579887426,mistral_7b_base,3,4,0.2029165018809333,0.9954298175305855,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,11,10485760,16
148802.88954108718,0.0,16856.782313231583,kind_code,3.3640975952148438,35275120,16953.277196410927,131849.61234467625,mistral_7b_base,4,4,0.12770685156630718,1.005724395165476,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,11,10485760,16
148802.88954108718,0.0,16856.782313231583,kind_code,7.228792572021485,75799384,17055.886560073297,131747.00298101388,mistral_7b_base,8,4,0.008858271598264848,1.011811521507603,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,11,10485760,16
148802.88954108718,0.25,16856.782313231583,kind_code,0.29125289916992186,6108016,6231.04075620012,142571.84878488706,mistral_7b_base,0,8,0.9176949960000335,0.369645917021134,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,11,20971520,16
148802.88954108718,0.5,16856.782313231583,kind_code,0.5421222686767578,11369128,9934.954989386053,138867.93455170112,mistral_7b_base,0,8,0.8260383870124094,0.5893743423136988,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,11,20971520,16
148802.88954108718,0.75,16856.782313231583,kind_code,0.7931758880615234,16634104,12843.036494752509,135959.85304633467,mistral_7b_base,0,8,0.7230285346539269,0.7618913417818465,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,11,20971520,16
