family,model,arm,seed,dominant_program,target_program,train_rows,training_region_accuracy,agreement_target,agreement_dominant,unmatched_fraction,mass_target,mass_dominant,argmax_program,elapsed_seconds
middle,mistral_7b_base,matched_difficulty,33,second_smallest,index_1,129,1.0,0.677734375,0.0576171875,0.123046875,0.7654875695703908,0.061720849636781705,index_1,139.31202718708664
middle,mistral_7b_base,matched_influence,11,second_smallest,middle,129,1.0,0.06640625,0.04296875,0.13671875,0.08236553168408663,0.05756015142103723,index_1,175.9958417720045
middle,mistral_7b_base,matched_influence,22,index_1,second_smallest,129,1.0,0.0927734375,0.6875,0.1142578125,0.11874810540211256,0.7457623949772789,index_1,164.97457608301193
middle,mistral_7b_base,matched_influence,33,second_smallest,index_1,129,1.0,0.955078125,0.0009765625,0.017578125,0.9621353168713344,0.0021010990203529168,index_1,178.07649466604926
middle,mistral_7b_base,matched_loss,11,second_smallest,middle,129,1.0,0.0205078125,0.005859375,0.0361328125,0.022885724524108395,0.007243005448608788,index_1,151.80317329615355
middle,mistral_7b_base,matched_loss,22,index_1,second_smallest,129,1.0,0.2880859375,0.123046875,0.388671875,0.3893172458417879,0.29702628781410506,second_smallest,155.96071190800285
middle,mistral_7b_base,matched_loss,33,second_smallest,index_1,129,1.0,0.9912109375,0.0009765625,0.005859375,0.9946152239899675,0.001916493877659686,index_1,147.16575521501363
middle,mistral_7b_base,random_distinguishing,11,second_smallest,middle,129,1.0,0.2509765625,0.138671875,0.232421875,0.3201568889563039,0.16536082417093254,index_1,153.4668267420493
middle,mistral_7b_base,random_distinguishing,22,index_1,second_smallest,129,1.0,0.1435546875,0.49609375,0.23828125,0.19726824817722144,0.6447358581901736,index_1,148.83178177918307
middle,mistral_7b_base,random_distinguishing,33,second_smallest,index_1,129,1.0,0.974609375,0.0,0.0107421875,0.98318876686106,0.00047788191309519585,index_1,139.26456625305582
middle,mistral_7b_base,targeted,11,second_smallest,middle,129,1.0,0.0888671875,0.126953125,0.357421875,0.18605754852622255,0.16094163983918627,index_1,135.15632824692875
middle,mistral_7b_base,targeted,22,index_1,second_smallest,129,0.9921875,0.20703125,0.001953125,0.494140625,0.3001741574154266,0.15617133193250668,median,144.6054163170047
middle,mistral_7b_base,targeted,33,second_smallest,index_1,129,1.0,0.970703125,0.0,0.013671875,0.9816668790881636,0.0002701938316847412,index_1,135.87621293682605
middle,qwen25_7b_base,ambiguous_10,11,index_1,middle,138,1.0,0.009765625,0.955078125,0.0224609375,0.01019092803494891,0.9742650792482149,index_1,144.44267719890922
middle,qwen25_7b_base,ambiguous_10,22,index_1,median,138,1.0,0.0029296875,0.984375,0.005859375,0.003161916545126228,0.9903070527022315,index_1,137.53020487888716
middle,qwen25_7b_base,ambiguous_10,33,index_1,median,138,1.0,0.00390625,0.9853515625,0.00390625,0.0043604335134093675,0.988776641628931,index_1,154.49047838401748
middle,qwen25_7b_base,ambiguous_100,11,index_1,middle,228,1.0,0.0,0.91796875,0.08203125,4.685248525239152e-06,0.999449027411174,index_1,154.8065817549941
middle,qwen25_7b_base,ambiguous_100,22,index_1,median,228,1.0,0.0009765625,0.99609375,0.001953125,0.0009530828313462217,0.9973228788767301,index_1,142.0991127389716
middle,qwen25_7b_base,ambiguous_100,33,index_1,median,228,1.0,0.00390625,0.9677734375,0.0166015625,0.00360953005460946,0.9848944376269996,index_1,140.6223290049238
middle,qwen25_7b_base,ambiguous_1000,11,index_1,middle,1128,1.0,0.056640625,0.8671875,0.0380859375,0.06158629655958457,0.8915459509141781,index_1,149.0706727290526
middle,qwen25_7b_base,ambiguous_1000,22,index_1,median,1128,1.0,0.00390625,0.9794921875,0.0048828125,0.003936235052925514,0.984924090964729,index_1,150.02417739015073
middle,qwen25_7b_base,ambiguous_1000,33,index_1,median,1128,1.0,0.0,1.0,0.0,9.810969043095279e-07,0.9996896370430477,index_1,141.78092869115062
middle,qwen25_7b_base,ambiguous_10000,11,index_1,middle,10128,1.0,0.0,1.0,0.0,2.3457386419452076e-06,0.99997842987068,index_1,137.59248196298722
middle,qwen25_7b_base,ambiguous_10000,22,index_1,median,10128,1.0,0.0,1.0,0.0,5.695304773050676e-07,0.9999898562091403,index_1,135.1815866540419
middle,qwen25_7b_base,ambiguous_10000,33,index_1,median,10128,1.0,0.0166015625,0.912109375,0.037109375,0.02205313400609987,0.9370916048911117,index_1,139.29928417294286
middle,qwen25_7b_base,base,11,index_1,middle,128,1.0,0.0,1.0,0.0,1.2669148699121713e-05,0.9999859191011637,index_1,154.34687326999847
middle,qwen25_7b_base,base,22,index_1,median,128,1.0,0.0,0.998046875,0.0009765625,1.0552868638944746e-07,0.9982146256588749,index_1,144.48792135700933
middle,qwen25_7b_base,base,33,index_1,median,128,1.0,0.0068359375,0.96875,0.0107421875,0.006300711735150108,0.9793804840666047,index_1,145.72333800900378
middle,qwen25_7b_base,matched_difficulty,11,index_1,middle,129,1.0,0.1630859375,0.6318359375,0.11328125,0.18973903022842595,0.7032651652272482,index_1,134.30313781299628
middle,qwen25_7b_base,matched_difficulty,22,index_1,median,129,1.0,0.0546875,0.8466796875,0.0615234375,0.06989281728815831,0.8815459484723789,index_1,129.24410108709708
middle,qwen25_7b_base,matched_difficulty,33,index_1,median,129,1.0,0.0107421875,0.9521484375,0.021484375,0.011948017034831806,0.9697285894395308,index_1,131.61024154198822
middle,qwen25_7b_base,matched_influence,11,index_1,middle,129,1.0,0.1220703125,0.8154296875,0.0576171875,0.12995353451817884,0.862229011569049,index_1,173.98369058896787
middle,qwen25_7b_base,matched_influence,22,index_1,median,129,1.0,0.005859375,0.9189453125,0.0595703125,0.00987663021410234,0.9692206656100791,index_1,147.8858835650608
middle,qwen25_7b_base,matched_influence,33,index_1,median,129,1.0,0.44140625,0.0185546875,0.3857421875,0.5926413362602978,0.08468420071947784,median,154.50987523887306
middle,qwen25_7b_base,matched_loss,11,index_1,middle,129,1.0,0.3271484375,0.548828125,0.0361328125,0.32845981014223846,0.5840494477558804,index_1,132.3832058759872
middle,qwen25_7b_base,matched_loss,22,index_1,median,129,1.0,0.1591796875,0.357421875,0.369140625,0.22173992484542202,0.6160131318007904,index_1,131.61909066792578
middle,qwen25_7b_base,matched_loss,33,index_1,median,129,1.0,0.115234375,0.6650390625,0.13671875,0.1273075931506084,0.7646032985404582,index_1,153.4313896941021
middle,qwen25_7b_base,random_distinguishing,11,index_1,middle,129,1.0,0.2333984375,0.0703125,0.234375,0.2744601274652636,0.09985560513619764,second_smallest,128.35809736303054
middle,qwen25_7b_base,random_distinguishing,22,index_1,median,129,1.0,0.2197265625,0.3330078125,0.18359375,0.26344584062641935,0.40845520257116963,index_1,142.40797388693318
middle,qwen25_7b_base,random_distinguishing,33,index_1,median,129,1.0,0.134765625,0.466796875,0.1767578125,0.16310757494064174,0.561157691144546,index_1,148.2252404820174
middle,qwen25_7b_base,targeted,11,index_1,middle,129,1.0,0.3955078125,0.173828125,0.1337890625,0.4493079335098355,0.22146045012531243,middle,135.22396719199605
middle,qwen25_7b_base,targeted,22,index_1,median,129,1.0,0.1064453125,0.5234375,0.169921875,0.14619004059908902,0.6005569970692459,index_1,143.587943314109
middle,qwen25_7b_base,targeted,33,index_1,median,129,1.0,0.01953125,0.912109375,0.0234375,0.019609112333371488,0.9243022940289948,index_1,143.94555728300475
