run_id,model_key,dataset_key,observed_r90,predicted_r90,predicted_retention_at_lowest_rate,predicted_retention_at_highest_rate,observed_retention_at_lowest_rate,observed_retention_at_highest_rate
mistral-kind-instruct__mistral-7b-base__kind-instruct__all-linear-r16__s22__d941d1a300,mistral_7b_base,kind_instruct,0.6514482019850183,1.6231804439940298,0.7408846977452633,0.9353520914782185,0.1902182562786467,0.9818409470651122
mistral-kind-instruct__mistral-7b-base__kind-instruct__all-linear-r16__s33__df1571b1dc,mistral_7b_base,kind_instruct,0.6012887864192671,1.556449319999451,0.7480623339536805,0.9414916429157143,0.2134009340405381,0.9880213217317039
mistral-kind-summary__mistral-7b-base__kind-summary__all-linear-r16__s11__6258771064,mistral_7b_base,kind_summary,0.6304594596694875,1.8340637065263345,0.5943869462020991,0.9217412420178368,0.17629634239598577,0.9813154927299302
mistral-kind-summary__mistral-7b-base__kind-summary__all-linear-r16__s22__31f041163c,mistral_7b_base,kind_summary,0.7329383198921489,1.767161527052723,0.6221776029872089,0.9303764792181762,0.19647678639332808,0.9795702277538083
mistral-kind-summary__mistral-7b-base__kind-summary__all-linear-r16__s33__b698db1946,mistral_7b_base,kind_summary,0.5930600841511171,1.7910368183674088,0.5848966152267672,0.9287172366660377,0.22339394657762732,0.9730188222055308
mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,mistral_7b_base,panel_math,0.6991132880995975,1.7634306358732617,0.6824762493040233,0.9251833649894805,0.12745561783344478,1.0
mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s22__4d40f6fb72,mistral_7b_base,panel_math,0.7481725636701398,1.7596778829419222,0.6828588302097116,0.9255510180916426,0.10391843096183916,1.0
mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s33__5def8675b7,mistral_7b_base,panel_math,0.7629786186308091,1.7711845088733897,0.6775000082758439,0.9246215547722122,0.1223137718236794,1.0
mistral-sql-div-100__mistral-7b-base__sql-div-100__all-linear-r16__s11__2e551bde7e,mistral_7b_base,sql_div_100,0.4233288154152214,1.1834384662905615,0.8234143280442374,0.94684524996636,0.24267735963507855,0.9843702860542249
mistral-sql-div-100__mistral-7b-base__sql-div-100__all-linear-r16__s22__4803452ed0,mistral_7b_base,sql_div_100,0.41194535612995486,1.0945151889872098,0.832725630310367,0.9481417872648483,0.2875561280131049,0.9929576054582027
mistral-sql-div-100__mistral-7b-base__sql-div-100__all-linear-r16__s33__b237546146,mistral_7b_base,sql_div_100,0.382142933040534,0.9831248702408244,0.8452734074154207,0.9508843737791459,0.27241807873600055,0.984379707525638
mistral-sql-div-10__mistral-7b-base__sql-div-10__all-linear-r16__s11__0b9930e29b,mistral_7b_base,sql_div_10,0.34683022290877874,1.1719859691750596,0.8229098493825445,0.9474908134837586,0.2839236485483235,0.9655677636549967
mistral-sql-div-10__mistral-7b-base__sql-div-10__all-linear-r16__s22__49e4355d15,mistral_7b_base,sql_div_10,0.3668582010990144,1.0761185786668488,0.8341471652387811,0.9484747199892298,0.28886507276585616,0.9749555989015035
mistral-sql-div-10__mistral-7b-base__sql-div-10__all-linear-r16__s33__40b3902bb4,mistral_7b_base,sql_div_10,0.41134038595093325,1.0043839959673908,0.8418124800686076,0.9501209448094343,0.2890986157326616,0.9681536335081952
mistral-sql-div-25__mistral-7b-base__sql-div-25__all-linear-r16__s11__40e56a9a13,mistral_7b_base,sql_div_25,0.34875359321621974,1.0813383778590477,0.83081064494668,0.9491746215820106,0.2964368782373305,0.9752760620308651
mistral-sql-div-25__mistral-7b-base__sql-div-25__all-linear-r16__s22__9a3cd872f8,mistral_7b_base,sql_div_25,0.42469101799829206,1.1572581680206395,0.8267263064874508,0.9471430263851434,0.2736479166372521,0.9852973071440858
mistral-sql-div-25__mistral-7b-base__sql-div-25__all-linear-r16__s33__c31fe12ff3,mistral_7b_base,sql_div_25,0.38773363785901893,1.1362258298504233,0.8288250432451433,0.9475721018565342,0.2890900300266576,0.9888187217585508
mistral-text-to-sql__mistral-7b-base__text-to-sql__all-linear-r16__s11__40d2ed96d8,mistral_7b_base,text_to_sql,0.4216584606987597,1.1831461279034834,0.8234103653239135,0.9468444935548924,0.2681977456220532,0.9835456785479662
mistral-text-to-sql__mistral-7b-base__text-to-sql__all-linear-r16__s22__ad81205471,mistral_7b_base,text_to_sql,0.4332007301442996,1.0946936700001495,0.8327279434772682,0.94813484441271,0.28733042088674426,0.9922086955570714
mistral-text-to-sql__mistral-7b-base__text-to-sql__all-linear-r16__s33__fcca487b29,mistral_7b_base,text_to_sql,0.39134435123519884,0.9831105801022805,0.8452739837164132,0.9509000762034403,0.290697832072871,0.9834614697777084
mistral-xbrl-div-10__mistral-7b-base__xbrl-div-10__all-linear-r16__s11__e183f111b5,mistral_7b_base,xbrl_div_10,0.27318072264679666,nan,0.921138814335517,0.9849477464218839,0.37346028241934837,0.9962207749757386
mistral-xbrl-div-10__mistral-7b-base__xbrl-div-10__all-linear-r16__s22__005ac96f7f,mistral_7b_base,xbrl_div_10,0.26327317671897876,nan,0.9233140065724912,0.9848306196146245,0.40164168251688914,0.9904979523402568
mistral-xbrl-div-10__mistral-7b-base__xbrl-div-10__all-linear-r16__s33__1d888049f5,mistral_7b_base,xbrl_div_10,0.24450858302906942,nan,0.917295421929974,0.9845779281485898,0.4295060959788536,0.9752261807889935
mistral-xbrl-div-18__mistral-7b-base__xbrl-div-18__all-linear-r16__s11__0440ddc60e,mistral_7b_base,xbrl_div_18,0.27234658052535765,nan,0.9224443935889067,0.9841653496119468,0.4243119022621229,0.9968124379820719
mistral-xbrl-div-18__mistral-7b-base__xbrl-div-18__all-linear-r16__s22__d7f465415f,mistral_7b_base,xbrl_div_18,0.3162355920783583,nan,0.9232188231192153,0.9849579512299521,0.3517308836241927,0.9986408511189115
mistral-xbrl-div-18__mistral-7b-base__xbrl-div-18__all-linear-r16__s33__bdc6a939c6,mistral_7b_base,xbrl_div_18,0.2934369321286794,nan,0.9186160422589491,0.9829518288014514,0.4300197872539582,0.9990518677636037
mistral-xbrl-div-30__mistral-7b-base__xbrl-div-30__all-linear-r16__s11__92dc2e4677,mistral_7b_base,xbrl_div_30,0.33353190151373224,nan,0.91642600201529,0.9825803007478026,0.3862944015806399,1.0
mistral-xbrl-div-30__mistral-7b-base__xbrl-div-30__all-linear-r16__s22__0cc6687c6e,mistral_7b_base,xbrl_div_30,0.34638892516696357,nan,0.9177338818217149,0.9831123966054547,0.391653931098057,1.0
mistral-xbrl-div-30__mistral-7b-base__xbrl-div-30__all-linear-r16__s33__e07e61b702,mistral_7b_base,xbrl_div_30,0.27172182572072884,nan,0.9196840399492923,0.9831550458017618,0.41957273612129026,0.9980903502448312
